time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
2023-11-17 01:00:00+09:00,92.0,11.55,60.0,1017.0,11.02,306.0,0.3,0.0,5.0,16.0934,0.0,32.5174,-71.5717
2023-11-17 02:00:00+09:00,92.0,11.47,56.0,1017.0,10.97,299.0,0.0,0.0,4.44444,9.65606,0.0,61.1458,-62.4471
2023-11-17 03:00:00+09:00,93.0,10.63,64.0,1017.0,11.7,315.0,0.12,0.0,3.88889,9.65606,0.0,76.5384,-50.9475
2023-11-17 04:00:00+09:00,94.0,9.83,69.0,1017.0,10.95,315.0,0.52,0.0,3.33333,16.0934,0.0,86.9056,-38.7691
2023-11-17 05:00:00+09:00,97.0,9.93,65.0,1016.0,11.47,309.0,0.54,0.0,3.33333,11.2654,0.0,95.3452,-26.4669
2023-11-17 06:00:00+09:00,96.0,9.75,63.0,1016.0,10.9,313.0,0.46,0.0,3.33333,11.2654,0.0,103.199,-14.3218
2023-11-17 07:00:00+09:00,87.0,9.94,58.0,1017.0,10.0,313.0,0.35,0.0,2.77778,11.2654,0.0,111.249,-2.56557
2023-11-17 08:00:00+09:00,86.0,10.36,54.0,1016.0,8.57,305.0,0.21,0.0,2.22222,11.2654,1.0,120.12,8.52976
2023-11-17 09:00:00+09:00,88.0,10.65,54.0,1017.0,10.74,288.0,0.29,0.0,1.66667,11.2654,1.0,130.433,18.5861
2023-11-17 10:00:00+09:00,100.0,10.93,53.0,1016.0,8.68,281.0,0.2,0.0,2.77778,9.65606,1.0,142.805,27.0549
2023-11-17 11:00:00+09:00,57.0,10.76,60.0,1015.0,13.11,265.0,0.14,0.0,3.88889,9.65606,1.0,157.62,33.188
2023-11-17 12:00:00+09:00,71.0,9.91,73.0,1014.0,13.32,271.0,0.88,0.0,5.0,8.04672,1.0,174.512,36.1609
2023-11-17 13:00:00+09:00,79.0,10.59,58.0,1013.0,16.48,288.0,1.0,0.0,4.44444,16.0934,1.0,192.004,35.4461
2023-11-17 14:00:00+09:00,82.0,9.2,65.0,1013.0,17.39,305.0,0.13,0.0,4.44444,16.0934,2.0,208.217,31.1797
2023-11-17 15:00:00+09:00,84.0,8.1,70.0,1014.0,15.24,315.0,0.27,0.0,3.33333,16.0934,2.0,222.084,24.0576
2023-11-17 16:00:00+09:00,100.0,7.89,65.0,1014.0,14.87,309.0,0.33,0.0,2.77778,16.0934,1.0,233.596,14.9057
2023-11-17 17:00:00+09:00,100.0,7.88,62.0,1014.0,15.02,310.0,0.17,0.0,1.66667,16.0934,0.0,243.273,4.39859
2023-11-17 18:00:00+09:00,100.0,7.01,72.0,1015.0,15.11,310.0,0.32,0.0,1.11111,16.0934,0.0,251.743,-6.98749
2023-11-17 19:00:00+09:00,100.0,6.73,73.0,1015.0,14.99,312.0,0.68,0.0,1.11111,9.65606,0.0,259.615,-18.9234
2023-11-17 20:00:00+09:00,100.0,6.4,78.0,1015.0,14.96,311.0,0.63,0.0,1.11111,11.2654,0.0,267.544,-31.1618
2023-11-17 21:00:00+09:00,100.0,6.21,78.0,1015.0,15.24,313.0,0.71,0.0,1.11111,9.65606,0.0,276.445,-43.4692
2023-11-17 22:00:00+09:00,100.0,6.39,71.0,1015.0,15.57,312.0,0.65,0.0,1.11111,11.2654,0.0,288.089,-55.5094
2023-11-17 23:00:00+09:00,100.0,6.37,70.0,1015.0,16.11,310.0,0.55,0.0,1.66667,16.0934,0.0,306.974,-66.4845
2023-11-18 00:00:00+09:00,100.0,6.14,75.0,1015.0,16.42,308.0,0.56,0.0,1.66667,16.0934,0.0,343.948,-73.7108
