time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
2023-10-24 01:00:00+09:00,83.0,15.91,62.0,1022.0,0.28,68.0,0.0,0.0,10.5556,16.0934,0.0,24.6979,-64.845
2023-10-24 02:00:00+09:00,86.0,15.68,64.0,1022.0,0.34,197.0,0.0,0.0,10.5556,16.0934,0.0,50.9921,-57.1946
2023-10-24 03:00:00+09:00,76.0,15.45,65.0,1022.0,0.44,66.0,0.0,0.0,10.5556,16.0934,0.0,67.6418,-46.5794
2023-10-24 04:00:00+09:00,99.0,15.25,66.0,1022.0,0.64,72.0,0.0,0.0,10.5556,16.0934,0.0,79.2688,-34.7776
2023-10-24 05:00:00+09:00,80.0,15.04,67.0,1022.0,0.95,86.0,0.0,0.0,10.5556,16.0934,0.0,88.5836,-22.5416
2023-10-24 06:00:00+09:00,57.0,14.76,69.0,1022.0,1.61,85.0,0.0,0.0,10.0,16.0934,0.0,97.0053,-10.2515
2023-10-24 07:00:00+09:00,68.0,14.63,70.0,1022.0,1.88,103.0,0.0,0.0,10.0,16.0934,0.0,105.426,1.81957
2023-10-24 08:00:00+09:00,74.0,14.87,71.0,1022.0,2.51,98.0,0.0,0.0,10.5556,16.0934,0.0,114.589,13.3856
2023-10-24 09:00:00+09:00,79.0,15.34,69.0,1023.0,2.22,110.0,0.0,0.0,10.5556,16.0934,1.0,125.277,24.0581
2023-10-24 10:00:00+09:00,98.0,16.0,65.0,1023.0,1.48,126.0,0.0,0.0,10.0,16.0934,1.0,138.379,33.2446
2023-10-24 11:00:00+09:00,66.0,16.56,62.0,1022.0,1.15,140.0,0.0,0.0,9.44444,16.0934,2.0,154.65,40.0586
2023-10-24 12:00:00+09:00,53.0,16.91,59.0,1022.0,0.7,205.0,0.0,0.0,8.33333,16.0934,2.0,173.869,43.411
2023-10-24 13:00:00+09:00,41.0,17.13,57.0,1021.0,1.05,225.0,0.0,0.0,8.33333,16.0934,4.0,193.965,42.5476
2023-10-24 14:00:00+09:00,33.0,17.57,54.0,1020.0,1.69,251.0,0.0,0.0,8.88889,16.0934,3.0,212.139,37.6797
2023-10-24 15:00:00+09:00,27.0,17.95,52.0,1020.0,1.93,262.0,0.0,0.0,8.88889,16.0934,2.0,227.078,29.7872
2023-10-24 16:00:00+09:00,0.0,18.08,51.0,1019.0,1.99,277.0,0.0,0.0,8.88889,16.0934,1.0,239.093,19.9137
2023-10-24 17:00:00+09:00,0.0,17.94,54.0,1019.0,1.76,278.0,0.0,0.0,9.44444,16.0934,0.0,249.052,8.82166
2023-10-24 18:00:00+09:00,0.0,17.51,56.0,1019.0,1.34,286.0,0.0,0.0,10.5556,16.0934,0.0,257.806,-2.99209
2023-10-24 19:00:00+09:00,1.0,17.43,56.0,1020.0,1.08,310.0,0.0,0.0,10.5556,16.0934,0.0,266.104,-15.1926
2023-10-24 20:00:00+09:00,1.0,17.33,56.0,1020.0,1.0,357.0,0.0,0.0,11.1111,16.0934,0.0,274.711,-27.5128
2023-10-24 21:00:00+09:00,1.0,17.19,57.0,1020.0,0.81,17.0,0.0,0.0,11.1111,16.0934,0.0,284.664,-39.66
2023-10-24 22:00:00+09:00,0.0,17.01,57.0,1021.0,0.75,65.0,0.0,0.0,11.1111,16.0934,0.0,297.773,-51.1614
2023-10-24 23:00:00+09:00,0.0,16.81,58.0,1021.0,1.13,62.0,0.0,0.0,11.1111,16.0934,0.0,317.59,-60.9774
2023-10-25 00:00:00+09:00,0.0,16.61,59.0,1020.0,1.11,65.0,0.0,0.0,11.1111,16.0934,0.0,348.75,-66.6751
