time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
2023-10-30 01:00:00+09:00,3.0,15.73,78.0,1022.0,2.35,121.0,0.0,0.0,11.6667,16.0934,0.0,26.8656,-66.6907
2023-10-30 02:00:00+09:00,9.0,15.57,79.0,1022.0,2.31,111.0,0.0,0.0,11.6667,16.0934,0.0,53.7672,-58.6161
2023-10-30 03:00:00+09:00,19.0,15.36,79.0,1022.0,2.18,109.0,0.0,0.0,11.1111,16.0934,0.0,70.1361,-47.7254
2023-10-30 04:00:00+09:00,78.0,15.21,79.0,1022.0,2.13,106.0,0.0,0.0,11.1111,16.0934,0.0,81.4457,-35.7921
2023-10-30 05:00:00+09:00,63.0,15.07,80.0,1022.0,2.22,104.0,0.0,0.0,11.1111,16.0934,0.0,90.5368,-23.5175
2023-10-30 06:00:00+09:00,55.0,14.95,80.0,1022.0,2.42,98.0,0.0,0.0,11.1111,16.0934,0.0,98.8191,-11.2536
2023-10-30 07:00:00+09:00,48.0,14.82,80.0,1023.0,2.33,105.0,0.0,0.0,10.5556,16.0934,0.0,107.161,0.737974
2023-10-30 08:00:00+09:00,43.0,15.18,78.0,1023.0,2.33,104.0,0.0,0.0,11.1111,16.0934,1.0,116.275,12.1738
2023-10-30 09:00:00+09:00,42.0,15.79,74.0,1024.0,2.01,103.0,0.0,0.0,11.1111,16.0934,2.0,126.903,22.6649
2023-10-30 10:00:00+09:00,37.0,16.43,71.0,1024.0,1.35,113.0,0.0,0.0,11.6667,16.0934,3.0,139.852,31.626
2023-10-30 11:00:00+09:00,37.0,16.91,68.0,1024.0,0.47,142.0,0.0,0.0,11.6667,16.0934,4.0,155.751,38.2059
2023-10-30 12:00:00+09:00,30.0,17.19,67.0,1023.0,0.74,258.0,0.0,0.0,11.1111,16.0934,4.0,174.303,41.397
2023-10-30 13:00:00+09:00,23.0,17.52,65.0,1023.0,1.52,274.0,0.0,0.0,11.1111,16.0934,4.0,193.608,40.5269
2023-10-30 14:00:00+09:00,19.0,17.98,64.0,1022.0,2.27,286.0,0.0,0.0,10.5556,16.0934,3.0,211.178,35.7933
2023-10-30 15:00:00+09:00,15.0,18.28,63.0,1022.0,2.82,294.0,0.0,0.0,11.1111,16.0934,2.0,225.79,28.091
2023-10-30 16:00:00+09:00,2.0,18.21,66.0,1022.0,2.91,301.0,0.0,0.0,11.1111,16.0934,1.0,237.655,18.397
2023-10-30 17:00:00+09:00,1.0,17.89,69.0,1022.0,2.88,308.0,0.0,0.0,12.2222,16.0934,0.0,247.536,7.44779
2023-10-30 18:00:00+09:00,1.0,17.36,73.0,1023.0,2.91,320.0,0.0,0.0,12.7778,16.0934,0.0,256.218,-4.26604
2023-10-30 19:00:00+09:00,1.0,17.12,75.0,1023.0,2.57,333.0,0.0,0.0,12.7778,16.0934,0.0,264.412,-16.4115
2023-10-30 20:00:00+09:00,0.0,16.9,76.0,1023.0,2.34,339.0,0.0,0.0,12.7778,16.0934,0.0,272.864,-28.7273
2023-10-30 21:00:00+09:00,0.0,16.72,76.0,1024.0,2.17,348.0,0.0,0.0,12.7778,16.0934,0.0,282.592,-40.9363
2023-10-30 22:00:00+09:00,0.0,16.54,76.0,1024.0,1.78,7.0,0.0,0.0,12.2222,16.0934,0.0,295.446,-52.5969
2023-10-30 23:00:00+09:00,0.0,16.31,76.0,1024.0,1.65,9.0,0.0,0.0,12.2222,16.0934,0.0,315.334,-62.7055
2023-10-31 00:00:00+09:00,0.0,16.08,76.0,1023.0,1.44,23.0,0.0,0.0,12.2222,16.0934,0.0,348.203,-68.6931
