time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
2023-11-09 01:00:00+09:00,92.0,13.43,76.0,1022.0,2.54,102.0,0.0,0.0,6.66667,16.0934,0.0,30.2579,-69.5335
2023-11-09 02:00:00+09:00,94.0,13.31,78.0,1022.0,2.97,94.0,0.0,0.0,6.66667,16.0934,0.0,58.1108,-60.8239
2023-11-09 03:00:00+09:00,95.0,13.2,80.0,1022.0,3.32,96.0,0.0,0.0,6.66667,16.0934,0.0,73.9391,-49.5535
2023-11-09 04:00:00+09:00,100.0,13.13,80.0,1022.0,2.85,102.0,0.0,0.0,6.66667,16.0934,0.0,84.7109,-37.4587
2023-11-09 05:00:00+09:00,98.0,13.18,80.0,1022.0,3.35,102.0,0.0,0.0,7.22222,16.0934,0.0,93.4299,-25.1558
2023-11-09 06:00:00+09:00,97.0,13.31,80.0,1021.0,3.63,104.0,0.0,0.0,7.77778,16.0934,0.0,101.472,-12.9544
2023-11-09 07:00:00+09:00,98.0,13.57,79.0,1021.0,3.92,107.0,0.0,0.0,8.33333,16.0934,0.0,109.659,-1.0985
2023-11-09 08:00:00+09:00,98.0,14.1,77.0,1022.0,3.58,116.0,0.0,0.0,8.88889,16.0934,1.0,118.653,10.1343
2023-11-09 09:00:00+09:00,91.0,14.88,76.0,1022.0,3.77,123.0,0.0,0.0,8.88889,16.0934,1.0,129.125,20.3591
2023-11-09 10:00:00+09:00,72.0,15.84,74.0,1022.0,4.58,126.0,0.0,0.0,10.0,16.0934,1.0,141.767,29.0091
2023-11-09 11:00:00+09:00,86.0,17.01,71.0,1021.0,4.31,132.0,0.0,0.0,11.1111,16.0934,2.0,157.049,35.2923
2023-11-09 12:00:00+09:00,91.0,17.86,69.0,1020.0,3.44,132.0,0.0,0.0,11.6667,16.0934,2.0,174.612,38.3144
2023-11-09 13:00:00+09:00,93.0,18.51,68.0,1019.0,2.89,147.0,0.0,0.0,12.2222,16.0934,2.0,192.811,37.4995
2023-11-09 14:00:00+09:00,94.0,18.84,69.0,1019.0,2.68,184.0,0.0,0.0,12.2222,16.0934,1.0,209.545,33.0141
2023-11-09 15:00:00+09:00,95.0,18.81,70.0,1019.0,2.01,200.0,0.0,0.0,12.2222,16.0934,1.0,223.697,25.633
2023-11-09 16:00:00+09:00,100.0,18.55,72.0,1019.0,2.14,212.0,0.0,0.0,12.7778,16.0934,0.0,235.344,16.241
2023-11-09 17:00:00+09:00,100.0,17.94,75.0,1019.0,0.85,192.0,0.16,0.0,12.7778,16.0934,0.0,245.101,5.53685
2023-11-09 18:00:00+09:00,100.0,17.18,81.0,1019.0,0.49,337.0,0.38,0.0,13.3333,16.0934,0.0,253.659,-5.998
2023-11-09 19:00:00+09:00,100.0,16.86,83.0,1019.0,0.34,125.0,0.59,0.0,13.3333,16.0934,0.0,261.672,-18.0334
2023-11-09 20:00:00+09:00,100.0,16.23,89.0,1020.0,1.91,240.0,1.76,0.0,13.3333,16.0934,0.0,269.834,-30.3168
2023-11-09 21:00:00+09:00,100.0,15.73,92.0,1019.0,2.94,98.0,3.28,0.0,13.8889,16.0934,0.0,279.119,-42.5966
2023-11-09 22:00:00+09:00,100.0,15.62,94.0,1019.0,3.46,26.0,3.25,0.0,13.8889,16.0934,0.0,291.368,-54.4899
2023-11-09 23:00:00+09:00,100.0,15.54,94.0,1020.0,4.5,1.0,3.47,0.0,13.8889,16.0934,0.0,310.932,-65.0927
2023-11-10 00:00:00+09:00,100.0,14.9,90.0,1020.0,9.47,2.0,1.78,0.0,13.8889,16.0934,0.0,346.407,-71.7034
