time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
2023-11-05 01:00:00+09:00,100.0,18.7,89.0,1020.0,6.17,112.0,0.0,0.0,16.6667,8.04672,0.0,28.9539,-68.4333
2023-11-05 02:00:00+09:00,100.0,18.86,88.0,1020.0,5.87,121.0,0.0,0.0,16.6667,6.43738,0.0,56.4308,-59.9645
2023-11-05 03:00:00+09:00,100.0,18.88,88.0,1020.0,6.11,127.0,0.22,0.0,16.6667,6.43738,0.0,72.4814,-48.8336
2023-11-05 04:00:00+09:00,100.0,18.89,86.0,1019.0,6.47,119.0,0.28,0.0,16.6667,6.43738,0.0,83.467,-36.7952
2023-11-05 05:00:00+09:00,100.0,18.95,85.0,1019.0,5.82,124.0,0.0,0.0,16.6667,6.43738,0.0,92.3332,-24.4989
2023-11-05 06:00:00+09:00,100.0,18.71,88.0,1020.0,4.45,128.0,0.45,0.0,17.2222,6.43738,0.0,100.472,-12.2706
2023-11-05 07:00:00+09:00,100.0,18.85,87.0,1020.0,5.07,112.0,0.39,0.0,17.2222,16.0934,0.0,108.723,-0.360892
2023-11-05 08:00:00+09:00,100.0,18.89,88.0,1020.0,5.6,117.0,0.28,0.0,16.6667,16.0934,0.0,117.771,10.95
2023-11-05 09:00:00+09:00,100.0,18.8,89.0,1020.0,5.33,128.0,0.74,0.0,16.1111,9.65606,0.0,128.313,21.2748
2023-11-05 10:00:00+09:00,100.0,19.31,87.0,1019.0,6.34,126.0,0.63,0.0,16.1111,9.65606,1.0,141.083,30.0385
2023-11-05 11:00:00+09:00,100.0,19.81,84.0,1019.0,7.1,127.0,0.24,0.0,16.6667,9.65606,1.0,156.61,36.426
2023-11-05 12:00:00+09:00,100.0,20.36,81.0,1018.0,8.2,129.0,0.19,0.0,17.2222,9.65606,1.0,174.549,39.5009
2023-11-05 13:00:00+09:00,100.0,21.23,76.0,1017.0,9.86,137.0,0.0,0.0,17.7778,9.65606,1.0,193.16,38.6541
2023-11-05 14:00:00+09:00,100.0,21.64,74.0,1016.0,11.07,143.0,0.0,0.0,17.7778,9.65606,1.0,210.203,34.0658
2023-11-05 15:00:00+09:00,99.0,21.54,76.0,1015.0,11.0,144.0,0.1,0.0,18.3333,9.65606,0.0,224.526,26.5555
2023-11-05 16:00:00+09:00,100.0,21.08,79.0,1015.0,9.81,143.0,0.16,0.0,18.3333,16.0934,0.0,236.254,17.0426
2023-11-05 17:00:00+09:00,100.0,20.51,83.0,1015.0,9.42,143.0,0.16,0.0,17.7778,16.0934,0.0,246.059,6.23971
2023-11-05 18:00:00+09:00,90.0,20.16,87.0,1015.0,9.55,145.0,0.32,0.0,17.7778,16.0934,0.0,254.665,-5.36821
2023-11-05 19:00:00+09:00,93.0,20.22,87.0,1014.0,9.97,147.0,0.22,0.0,17.7778,8.04672,0.0,262.751,-17.4501
2023-11-05 20:00:00+09:00,94.0,20.53,86.0,1013.0,10.82,152.0,0.14,0.0,17.7778,8.04672,0.0,271.032,-29.75
2023-11-05 21:00:00+09:00,95.0,20.53,86.0,1012.0,10.1,157.0,0.11,0.0,17.7778,8.04672,0.0,280.502,-42.0064
2023-11-05 22:00:00+09:00,100.0,20.7,84.0,1012.0,10.88,165.0,0.0,0.0,17.7778,8.04672,0.0,293.018,-53.8124
2023-11-05 23:00:00+09:00,100.0,20.49,85.0,1011.0,11.13,172.0,0.16,0.0,18.3333,8.04672,0.0,312.782,-64.2187
2023-11-06 00:00:00+09:00,100.0,20.7,85.0,1010.0,12.37,176.0,0.37,0.0,18.3333,8.04672,0.0,347.279,-70.5589
