time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
2023-10-26 01:00:00+09:00,28.0,17.55,89.0,1018.0,0.8,235.0,0.0,0.0,15.0,1.62544,0.0,25.4244,-65.4712
2023-10-26 02:00:00+09:00,37.0,17.53,89.0,1018.0,0.1,305.0,0.0,0.0,14.4444,1.62544,0.0,51.9255,-57.6768
2023-10-26 03:00:00+09:00,48.0,17.33,89.0,1017.0,0.35,158.0,0.0,0.0,14.4444,1.62544,0.0,68.487,-46.966
2023-10-26 04:00:00+09:00,61.0,17.1,90.0,1017.0,0.49,127.0,0.0,0.0,13.8889,1.62544,0.0,80.0096,-35.1174
2023-10-26 05:00:00+09:00,80.0,17.01,90.0,1017.0,0.99,159.0,0.0,0.0,14.4444,1.62544,0.0,89.2503,-22.8664
2023-10-26 06:00:00+09:00,87.0,16.93,90.0,1017.0,1.19,135.0,0.0,0.0,14.4444,1.62544,0.0,97.6262,-10.5838
2023-10-26 07:00:00+09:00,90.0,16.87,90.0,1017.0,0.95,124.0,0.0,0.0,14.4444,1.62544,0.0,106.022,1.4613
2023-10-26 08:00:00+09:00,92.0,17.16,89.0,1018.0,1.01,134.0,0.0,0.0,15.0,1.62544,0.0,115.171,12.9837
2023-10-26 09:00:00+09:00,93.0,17.68,87.0,1018.0,1.19,159.0,0.0,0.0,15.0,1.62544,0.0,125.842,23.5944
2023-10-26 10:00:00+09:00,56.0,18.31,85.0,1017.0,2.1,203.0,0.0,0.0,15.0,1.62544,1.0,138.896,32.7029
2023-10-26 11:00:00+09:00,55.0,18.87,82.0,1017.0,2.14,232.0,0.0,0.0,14.4444,1.62544,4.0,155.044,39.4344
2023-10-26 12:00:00+09:00,70.0,19.36,79.0,1017.0,2.92,244.0,0.0,0.0,14.4444,1.62544,4.0,174.035,42.728
2023-10-26 13:00:00+09:00,66.0,19.68,77.0,1016.0,3.49,260.0,0.0,0.0,13.8889,1.62544,4.0,193.856,41.859
2023-10-26 14:00:00+09:00,57.0,19.8,75.0,1016.0,3.67,264.0,0.0,0.0,14.4444,1.62544,3.0,211.82,37.0347
2023-10-26 15:00:00+09:00,48.0,19.78,76.0,1015.0,3.56,264.0,0.0,0.0,14.4444,1.62544,2.0,226.646,29.2055
2023-10-26 16:00:00+09:00,0.0,19.68,77.0,1015.0,3.44,255.0,0.0,0.0,14.4444,16.0934,1.0,238.61,19.3916
2023-10-26 17:00:00+09:00,0.0,19.37,81.0,1015.0,3.81,238.0,0.0,0.0,15.5556,16.0934,0.0,248.543,8.34673
2023-10-26 18:00:00+09:00,0.0,18.85,86.0,1015.0,3.84,247.0,0.0,0.0,15.5556,16.0934,0.0,257.274,-3.43446
2023-10-26 19:00:00+09:00,0.0,18.67,88.0,1015.0,3.85,237.0,0.0,0.0,15.5556,16.0934,0.0,265.538,-15.6177
2023-10-26 20:00:00+09:00,1.0,18.65,87.0,1015.0,3.79,236.0,0.1,0.0,15.5556,16.0934,0.0,274.095,-27.9377
2023-10-26 21:00:00+09:00,1.0,18.51,87.0,1015.0,4.06,238.0,0.24,0.0,15.5556,16.0934,0.0,283.977,-40.107
2023-10-26 22:00:00+09:00,0.0,18.58,88.0,1015.0,4.77,261.0,0.26,0.0,15.5556,16.0934,0.0,297.011,-51.6628
2023-10-26 23:00:00+09:00,0.0,18.02,90.0,1015.0,6.05,306.0,0.4,0.0,16.1111,11.2654,0.0,316.871,-61.5753
2023-10-27 00:00:00+09:00,5.0,17.54,88.0,1015.0,8.21,328.0,0.62,0.0,16.1111,4.82803,0.0,348.603,-67.363
