time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
2023-10-29 01:00:00+09:00,6.0,15.66,76.0,1020.0,2.61,98.0,0.0,0.0,11.6667,16.0934,0.0,26.5076,-66.39
2023-10-29 02:00:00+09:00,5.0,15.37,77.0,1020.0,2.6,103.0,0.0,0.0,11.6667,16.0934,0.0,53.3106,-58.3844
2023-10-29 03:00:00+09:00,4.0,15.06,76.0,1020.0,2.64,104.0,0.0,0.0,11.1111,16.0934,0.0,69.7295,-47.5372
2023-10-29 04:00:00+09:00,0.0,14.82,76.0,1020.0,2.81,102.0,0.0,0.0,11.1111,16.0934,0.0,81.0928,-35.624
2023-10-29 05:00:00+09:00,0.0,14.65,76.0,1020.0,2.93,108.0,0.0,0.0,10.5556,16.0934,0.0,90.2213,-23.3545
2023-10-29 06:00:00+09:00,0.0,14.55,76.0,1021.0,2.96,109.0,0.0,0.0,10.0,16.0934,0.0,98.5273,-11.0855
2023-10-29 07:00:00+09:00,0.0,14.48,76.0,1021.0,3.06,112.0,0.0,0.0,9.44444,16.0934,0.0,106.883,0.919604
2023-10-29 08:00:00+09:00,0.0,14.9,75.0,1022.0,3.02,115.0,0.0,0.0,10.5556,16.0934,1.0,116.007,12.3769
2023-10-29 09:00:00+09:00,0.0,15.62,72.0,1022.0,2.9,117.0,0.0,0.0,11.1111,16.0934,2.0,126.646,22.8974
2023-10-29 10:00:00+09:00,0.0,16.46,69.0,1022.0,2.85,122.0,0.0,0.0,11.1111,16.0934,3.0,139.623,31.8942
2023-10-29 11:00:00+09:00,0.0,17.39,65.0,1022.0,2.51,146.0,0.0,0.0,11.1111,16.0934,4.0,155.585,38.5102
2023-10-29 12:00:00+09:00,1.0,18.13,61.0,1022.0,2.04,184.0,0.0,0.0,11.1111,16.0934,4.0,174.244,41.7251
2023-10-29 13:00:00+09:00,6.0,18.62,60.0,1021.0,2.17,216.0,0.0,0.0,11.1111,16.0934,4.0,193.674,40.854
2023-10-29 14:00:00+09:00,15.0,18.89,59.0,1020.0,2.5,233.0,0.0,0.0,10.5556,16.0934,3.0,211.339,36.0974
2023-10-29 15:00:00+09:00,21.0,19.01,61.0,1020.0,2.95,240.0,0.0,0.0,10.5556,16.0934,2.0,226.003,28.3632
2023-10-29 16:00:00+09:00,29.0,18.96,64.0,1020.0,3.17,232.0,0.0,0.0,11.1111,16.0934,1.0,237.892,18.6392
2023-10-29 17:00:00+09:00,58.0,18.43,68.0,1021.0,3.2,211.0,0.0,0.0,11.6667,16.0934,0.0,247.786,7.66588
2023-10-29 18:00:00+09:00,71.0,17.73,71.0,1021.0,3.25,177.0,0.0,0.0,12.2222,16.0934,0.0,256.48,-4.06506
2023-10-29 19:00:00+09:00,78.0,17.25,73.0,1022.0,3.17,168.0,0.0,0.0,12.2222,16.0934,0.0,264.693,-16.2204
2023-10-29 20:00:00+09:00,83.0,16.95,74.0,1022.0,3.23,163.0,0.0,0.0,12.2222,16.0934,0.0,273.171,-28.5377
2023-10-29 21:00:00+09:00,86.0,16.67,76.0,1022.0,3.13,150.0,0.0,0.0,12.7778,16.0934,0.0,282.939,-40.7373
2023-10-29 22:00:00+09:00,100.0,16.43,76.0,1023.0,2.7,141.0,0.0,0.0,12.7778,16.0934,0.0,295.842,-52.3723
2023-10-29 23:00:00+09:00,99.0,16.24,77.0,1022.0,2.38,135.0,0.0,0.0,12.2222,16.0934,0.0,315.73,-62.4315
2023-10-30 00:00:00+09:00,82.0,16.04,78.0,1022.0,2.29,130.0,0.0,0.0,12.2222,16.0934,0.0,348.318,-68.3666
