time,model1,model2,model3,model4,model5
2023-10-27 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-27 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-27 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-27 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-27 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-27 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-27 07:00:00+09:00,3.86663,9.27258,0.155022,0.696701,2.16738
2023-10-27 08:00:00+09:00,9.60591,21.7412,11.7459,9.28603,7.50112
2023-10-27 09:00:00+09:00,29.2033,36.8895,31.2972,23.0659,26.853
2023-10-27 10:00:00+09:00,50.4303,53.3414,47.9031,41.8631,48.6581
2023-10-27 11:00:00+09:00,68.1776,66.4226,62.7413,60.3004,68.0908
2023-10-27 12:00:00+09:00,75.9224,73.2414,68.8083,71.2403,68.326
2023-10-27 13:00:00+09:00,75.6395,74.9958,68.6875,75.018,75.9696
2023-10-27 14:00:00+09:00,68.2707,67.9394,60.1748,64.0279,56.6199
2023-10-27 15:00:00+09:00,57.1311,55.3591,46.4742,47.1816,51.2353
2023-10-27 16:00:00+09:00,39.0181,37.1972,29.35,33.9745,37.3802
2023-10-27 17:00:00+09:00,18.0153,15.3885,12.3016,13.2244,24.4084
2023-10-27 18:00:00+09:00,4.61928,6.67235,1.29343,1.44766,7.6494
2023-10-27 19:00:00+09:00,3.33147,0.962174,0.0181948,0.0,4.00238
2023-10-27 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-27 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-27 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-27 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
