time,model1,model2,model3,model4,model5
2023-10-23 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 07:00:00+09:00,1.8437,3.0129,0.120288,0.0,0.0
2023-10-23 08:00:00+09:00,9.5216,13.1933,7.81943,5.13342,8.52792
2023-10-23 09:00:00+09:00,31.6414,29.8718,32.1605,30.1617,34.5418
2023-10-23 10:00:00+09:00,52.3118,48.4202,54.6054,46.8697,57.3693
2023-10-23 11:00:00+09:00,67.2095,64.3623,66.7766,66.6562,74.3833
2023-10-23 12:00:00+09:00,77.4855,72.244,72.1804,74.3656,72.4823
2023-10-23 13:00:00+09:00,77.9144,74.6747,73.0602,75.1113,78.2471
2023-10-23 14:00:00+09:00,73.1221,69.2057,67.0435,68.2358,72.4734
2023-10-23 15:00:00+09:00,60.5677,56.9794,55.0862,54.0535,55.1672
2023-10-23 16:00:00+09:00,41.4501,39.0811,39.114,32.6689,41.9778
2023-10-23 17:00:00+09:00,16.9081,17.1042,17.6277,11.519,27.7911
2023-10-23 18:00:00+09:00,3.5723,7.60398,4.39646,1.68354,4.34718
2023-10-23 19:00:00+09:00,2.05397,1.39209,0.0398192,0.0,0.0
2023-10-23 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-24 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
