time,model1,model2,model3,model4,model5
2023-10-26 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-26 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-26 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-26 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-26 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-26 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-26 07:00:00+09:00,0.66068,1.41442,0.176678,2.22941,0.0
2023-10-26 08:00:00+09:00,3.64468,5.32221,4.8893,5.25096,4.43411
2023-10-26 09:00:00+09:00,12.418,11.2299,14.4391,14.7305,24.6089
2023-10-26 10:00:00+09:00,25.5445,22.7993,25.7624,26.7107,45.7526
2023-10-26 11:00:00+09:00,47.872,48.4107,52.3519,65.4792,56.3271
2023-10-26 12:00:00+09:00,52.9692,55.6327,57.9999,72.3475,62.9014
2023-10-26 13:00:00+09:00,59.568,60.2647,60.387,69.2338,68.7165
2023-10-26 14:00:00+09:00,57.5109,54.2441,52.212,60.2219,31.0328
2023-10-26 15:00:00+09:00,45.1822,42.1549,40.5774,48.2175,39.6871
2023-10-26 16:00:00+09:00,30.3514,30.332,35.8747,33.505,20.4527
2023-10-26 17:00:00+09:00,11.754,11.614,16.435,8.89529,6.95675
2023-10-26 18:00:00+09:00,3.63922,4.44812,4.77666,0.661575,0.0
2023-10-26 19:00:00+09:00,2.20388,0.0,0.238776,0.0,0.0
2023-10-26 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-26 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-26 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-26 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-27 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
