time,model1,model2,model3,model4,model5
2023-11-11 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 07:00:00+09:00,0.0,0.578613,0.190806,0.0,7.31097
2023-11-11 08:00:00+09:00,4.08712,12.5931,2.70104,3.4183,10.0864
2023-11-11 09:00:00+09:00,21.8065,31.4382,21.4198,30.6262,25.8877
2023-11-11 10:00:00+09:00,44.561,47.0287,49.985,58.2599,31.4161
2023-11-11 11:00:00+09:00,57.9877,58.9416,67.8871,70.6284,32.8096
2023-11-11 12:00:00+09:00,55.5367,55.1438,69.7639,70.3926,29.9881
2023-11-11 13:00:00+09:00,66.0228,66.2321,73.727,67.8671,33.0483
2023-11-11 14:00:00+09:00,59.9614,62.0387,69.8423,63.6968,39.4507
2023-11-11 15:00:00+09:00,54.5873,54.0848,58.7225,53.5472,28.7081
2023-11-11 16:00:00+09:00,31.5801,28.0718,22.2741,32.3576,22.2318
2023-11-11 17:00:00+09:00,12.4939,11.1929,4.59942,9.01643,10.2187
2023-11-11 18:00:00+09:00,0.727951,2.71638,0.303629,5.67469,2.21152
2023-11-11 19:00:00+09:00,0.0,0.0,0.106755,3.60557,0.695599
2023-11-11 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-12 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
