time,model1,model2,model3,model4,model5
2023-10-28 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 07:00:00+09:00,2.05982,2.0493,0.0919548,0.274318,7.17084
2023-10-28 08:00:00+09:00,6.3467,10.6627,6.10109,3.81159,14.0107
2023-10-28 09:00:00+09:00,27.973,27.5439,33.4884,25.8413,31.5351
2023-10-28 10:00:00+09:00,50.9064,54.3277,55.4427,51.1832,52.0802
2023-10-28 11:00:00+09:00,70.8543,70.5192,71.991,68.5667,67.454
2023-10-28 12:00:00+09:00,77.6916,76.7394,76.7673,76.1059,60.0698
2023-10-28 13:00:00+09:00,76.5527,76.7961,76.3546,77.3085,71.3147
2023-10-28 14:00:00+09:00,70.9616,68.6489,68.7671,68.1772,51.1629
2023-10-28 15:00:00+09:00,56.971,54.7121,54.2664,52.3713,45.7474
2023-10-28 16:00:00+09:00,38.1803,35.9052,34.2141,31.6942,30.7631
2023-10-28 17:00:00+09:00,18.3396,14.1194,13.549,12.0562,15.8251
2023-10-28 18:00:00+09:00,4.76512,5.81039,1.04644,0.878838,0.0
2023-10-28 19:00:00+09:00,1.91814,0.17504,0.00934392,0.0,0.0
2023-10-28 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
