time,model1,model2,model3,model4,model5
2023-11-01 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-01 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-01 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-01 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-01 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-01 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-01 07:00:00+09:00,1.92599,0.321841,0.0581974,0.29844,0.00174009
2023-11-01 08:00:00+09:00,6.58726,8.67998,3.58569,1.9632,5.01553
2023-11-01 09:00:00+09:00,24.8928,23.2659,18.0181,9.10146,24.8359
2023-11-01 10:00:00+09:00,40.5341,40.5609,38.7169,39.6376,57.152
2023-11-01 11:00:00+09:00,56.9532,52.0292,49.7671,54.3467,61.3395
2023-11-01 12:00:00+09:00,63.0927,62.8183,55.5518,65.9904,83.3927
2023-11-01 13:00:00+09:00,59.9278,60.462,52.0668,63.4494,75.5824
2023-11-01 14:00:00+09:00,54.1265,57.1724,46.5626,56.4525,78.2177
2023-11-01 15:00:00+09:00,46.9821,44.4361,35.7456,42.802,69.8664
2023-11-01 16:00:00+09:00,30.1047,27.6794,19.7653,22.5888,51.8466
2023-11-01 17:00:00+09:00,13.5309,9.55041,7.43999,6.55237,26.472
2023-11-01 18:00:00+09:00,2.86745,2.69783,0.163223,1.11432,8.35698
2023-11-01 19:00:00+09:00,1.86092,0.0,0.0179547,0.0,5.44563
2023-11-01 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-01 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-01 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-01 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-02 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
