time,model1,model2,model3,model4,model5
2023-10-28 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 07:00:00+09:00,1.61381,3.14052,0.204983,0.363676,0.0
2023-10-28 08:00:00+09:00,6.79841,12.8572,2.4415,6.08918,4.19237
2023-10-28 09:00:00+09:00,27.2643,28.9603,16.5069,29.46,19.6735
2023-10-28 10:00:00+09:00,49.4237,53.323,39.207,52.4663,34.1668
2023-10-28 11:00:00+09:00,70.2701,68.0783,62.2382,75.9877,50.4392
2023-10-28 12:00:00+09:00,75.9343,74.2831,72.3141,80.0718,50.6195
2023-10-28 13:00:00+09:00,75.5853,74.6194,73.9981,80.4714,63.2331
2023-10-28 14:00:00+09:00,71.2418,67.7752,67.9977,69.3402,42.3522
2023-10-28 15:00:00+09:00,58.7303,54.8885,56.1322,53.0709,45.7457
2023-10-28 16:00:00+09:00,36.9228,37.6263,38.7281,35.2714,34.3647
2023-10-28 17:00:00+09:00,18.0712,18.2073,13.2722,12.6008,18.284
2023-10-28 18:00:00+09:00,3.74212,8.85807,0.78329,2.40721,5.20425
2023-10-28 19:00:00+09:00,0.512264,0.202097,0.16341,1.968,5.71198
2023-10-28 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-28 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
