time,model1,model2,model3,model4,model5
2023-11-04 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-04 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-04 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-04 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-04 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-04 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-04 07:00:00+09:00,0.919664,0.428609,0.119851,0.477187,0.535121
2023-11-04 08:00:00+09:00,2.57798,2.72835,0.922678,1.30587,6.65086
2023-11-04 09:00:00+09:00,10.4845,7.46373,9.67406,6.45546,24.9172
2023-11-04 10:00:00+09:00,21.6479,14.1435,17.0286,13.1828,44.2914
2023-11-04 11:00:00+09:00,26.7164,21.5538,19.695,16.995,60.3424
2023-11-04 12:00:00+09:00,27.9543,24.1789,18.9551,19.6674,77.3161
2023-11-04 13:00:00+09:00,25.6064,25.8959,21.1683,48.4103,74.3745
2023-11-04 14:00:00+09:00,24.6617,25.8949,25.5154,38.5762,71.4557
2023-11-04 15:00:00+09:00,22.883,21.952,21.2011,27.4438,62.3213
2023-11-04 16:00:00+09:00,19.1303,19.3448,15.7002,16.7599,44.4435
2023-11-04 17:00:00+09:00,6.08249,3.59519,4.42729,2.03045,19.355
2023-11-04 18:00:00+09:00,0.782676,0.141671,0.155036,1.0397,3.15671
2023-11-04 19:00:00+09:00,0.153714,0.0,0.0450634,0.65472,0.0
2023-11-04 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-04 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-04 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-04 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-05 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
