time,model1,model2,model3,model4,model5
2023-11-13 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-13 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-13 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-13 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-13 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-13 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-13 07:00:00+09:00,0.0,0.0,0.0083985,0.0,0.0
2023-11-13 08:00:00+09:00,1.70823,3.31253,0.266287,7.64998,4.85893
2023-11-13 09:00:00+09:00,16.1762,17.1531,9.8106,25.5163,24.5936
2023-11-13 10:00:00+09:00,35.424,35.4488,38.6598,51.5341,52.5903
2023-11-13 11:00:00+09:00,37.3188,35.8927,36.7421,54.5997,58.2159
2023-11-13 12:00:00+09:00,50.111,51.194,45.4372,55.2949,55.3176
2023-11-13 13:00:00+09:00,51.7485,52.521,43.1024,52.5748,50.0642
2023-11-13 14:00:00+09:00,56.3843,56.568,47.0994,52.0767,61.9682
2023-11-13 15:00:00+09:00,54.2655,51.8307,44.0626,48.7649,50.6174
2023-11-13 16:00:00+09:00,39.3355,37.102,34.8009,43.8761,29.4568
2023-11-13 17:00:00+09:00,13.9582,16.5522,10.1209,20.7154,14.5418
2023-11-13 18:00:00+09:00,2.03717,6.00305,0.287584,3.83987,2.35782
2023-11-13 19:00:00+09:00,1.61531,0.0,0.0670663,0.430962,2.16303
2023-11-13 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-13 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-13 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-13 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-14 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
