time,model1,model2,model3,model4,model5
2023-11-06 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-06 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-06 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-06 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-06 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-06 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-06 07:00:00+09:00,0.472411,0.0,0.0650972,0.0,17.7457
2023-11-06 08:00:00+09:00,0.769902,0.0,0.363225,0.025732,26.4162
2023-11-06 09:00:00+09:00,4.56566,0.442165,5.45734,0.694962,45.7243
2023-11-06 10:00:00+09:00,21.225,12.4444,15.0269,7.323,57.4067
2023-11-06 11:00:00+09:00,18.4391,17.0125,21.4307,9.5646,73.3194
2023-11-06 12:00:00+09:00,41.3078,34.1007,46.2505,17.6441,78.0531
2023-11-06 13:00:00+09:00,36.7986,34.6734,48.368,20.3795,86.3217
2023-11-06 14:00:00+09:00,45.607,45.3789,61.3242,20.836,78.2825
2023-11-06 15:00:00+09:00,33.6757,33.2086,38.1439,14.5294,66.2869
2023-11-06 16:00:00+09:00,21.7343,21.2984,19.7196,12.1054,59.1823
2023-11-06 17:00:00+09:00,8.67641,7.73868,5.37424,5.30791,39.0367
2023-11-06 18:00:00+09:00,1.91368,2.42295,0.196188,2.67338,30.9026
2023-11-06 19:00:00+09:00,1.68597,0.0,0.0496468,0.77815,30.9045
2023-11-06 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-06 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-06 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-06 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-07 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
