time,model1,model2,model3,model4,model5
2023-11-17 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-17 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-17 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-17 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-17 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-17 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-17 07:00:00+09:00,0.0,0.0,0.000485629,0.0,0.0
2023-11-17 08:00:00+09:00,1.69392,4.90879,0.5168,0.322122,5.41806
2023-11-17 09:00:00+09:00,7.86439,12.5125,9.23058,8.15699,28.2972
2023-11-17 10:00:00+09:00,24.2321,23.969,30.6119,21.1394,43.278
2023-11-17 11:00:00+09:00,35.1387,24.0009,29.2346,13.9547,53.6094
2023-11-17 12:00:00+09:00,30.4619,12.932,11.4759,11.4619,47.1759
2023-11-17 13:00:00+09:00,31.2199,19.8265,16.1472,17.8061,53.6594
2023-11-17 14:00:00+09:00,38.9404,26.326,16.009,18.1071,43.5699
2023-11-17 15:00:00+09:00,28.4142,25.3939,14.0327,15.4604,42.7589
2023-11-17 16:00:00+09:00,15.4504,15.1887,9.12216,9.85673,24.8415
2023-11-17 17:00:00+09:00,5.68483,5.72863,3.4388,5.95381,0.407797
2023-11-17 18:00:00+09:00,0.897463,2.14245,0.115512,2.00809,0.0
2023-11-17 19:00:00+09:00,0.34778,0.0,0.0334018,1.01483,0.0
2023-11-17 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-17 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-17 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-17 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-18 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
