time,model1,model2,model3,model4,model5
2023-10-30 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-30 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-30 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-30 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-30 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-30 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-30 07:00:00+09:00,1.62458,0.464247,0.0677022,0.404233,0.0
2023-10-30 08:00:00+09:00,5.3027,8.64013,3.71548,3.60663,4.41883
2023-10-30 09:00:00+09:00,23.8779,24.4539,19.1044,16.8373,24.4506
2023-10-30 10:00:00+09:00,45.0122,42.9475,42.967,37.2057,51.1656
2023-10-30 11:00:00+09:00,61.4827,58.0453,58.9778,54.1411,58.0992
2023-10-30 12:00:00+09:00,69.1367,65.7003,64.1797,69.187,65.0619
2023-10-30 13:00:00+09:00,70.6135,69.0408,65.6763,71.0193,76.9079
2023-10-30 14:00:00+09:00,65.5684,63.2732,58.8203,61.9946,68.3905
2023-10-30 15:00:00+09:00,53.62,50.832,44.8581,47.938,62.8452
2023-10-30 16:00:00+09:00,38.3911,33.2759,30.2028,28.1854,45.4231
2023-10-30 17:00:00+09:00,14.6523,12.2292,10.5875,8.44983,19.9273
2023-10-30 18:00:00+09:00,3.13898,4.38999,0.806726,0.680655,3.41706
2023-10-30 19:00:00+09:00,2.08508,0.0,0.0139443,0.0,0.602533
2023-10-30 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-30 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-30 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-30 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-31 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
