time,model1,model2,model3,model4,model5
2023-11-03 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-03 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-03 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-03 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-03 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-03 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-03 07:00:00+09:00,2.11435,0.985667,0.0740139,0.227216,0.0
2023-11-03 08:00:00+09:00,5.58815,8.65612,3.94403,1.8555,0.0
2023-11-03 09:00:00+09:00,24.0295,21.8484,17.1438,11.7575,19.7015
2023-11-03 10:00:00+09:00,37.6787,38.962,42.4181,32.0406,48.2298
2023-11-03 11:00:00+09:00,49.4067,49.2493,55.7776,47.3184,55.8761
2023-11-03 12:00:00+09:00,56.4328,52.1363,49.7182,52.2091,66.9061
2023-11-03 13:00:00+09:00,57.802,57.6571,59.2597,57.2454,65.2971
2023-11-03 14:00:00+09:00,53.3387,55.572,54.0321,52.9487,63.6382
2023-11-03 15:00:00+09:00,46.58,43.6434,42.4463,39.0376,51.894
2023-11-03 16:00:00+09:00,29.2027,26.9891,27.691,18.0193,32.5662
2023-11-03 17:00:00+09:00,12.3676,8.74589,7.35987,4.83999,9.54691
2023-11-03 18:00:00+09:00,4.20364,3.20277,0.15955,0.140525,0.0
2023-11-03 19:00:00+09:00,3.24106,0.0,0.0291519,0.0,0.0
2023-11-03 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-03 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-03 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-03 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-04 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
