time,model1,model2,model3,model4,model5
2023-10-29 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 07:00:00+09:00,1.36793,3.07094,0.17606,0.864835,0.0
2023-10-29 08:00:00+09:00,5.75837,12.2965,2.51854,7.59698,0.0
2023-10-29 09:00:00+09:00,25.7046,27.1494,16.6509,25.4266,19.7683
2023-10-29 10:00:00+09:00,47.3208,44.3562,39.479,43.4399,36.0085
2023-10-29 11:00:00+09:00,65.8974,59.6439,55.9058,63.0288,50.2253
2023-10-29 12:00:00+09:00,71.8181,67.163,66.5126,74.3839,58.9233
2023-10-29 13:00:00+09:00,71.5933,69.0651,69.3188,74.0877,74.4327
2023-10-29 14:00:00+09:00,64.1362,62.2898,62.5061,64.4383,64.8698
2023-10-29 15:00:00+09:00,51.4574,49.0287,48.9547,50.8997,55.5959
2023-10-29 16:00:00+09:00,26.8501,28.2775,25.3029,28.9894,41.6589
2023-10-29 17:00:00+09:00,10.474,11.2196,9.40877,13.4726,19.0828
2023-10-29 18:00:00+09:00,2.14736,4.28841,0.2137,2.574,0.791973
2023-10-29 19:00:00+09:00,1.03578,0.0,0.0301717,0.765708,0.0
2023-10-29 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-30 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
