time,model1,model2,model3,model4,model5
2023-11-07 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-07 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-07 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-07 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-07 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-07 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-07 07:00:00+09:00,0.705224,1.20532,0.0598788,0.0,11.7454
2023-11-07 08:00:00+09:00,5.22847,10.0108,5.74274,4.9975,12.3041
2023-11-07 09:00:00+09:00,18.0975,23.0887,23.1533,13.5562,25.0564
2023-11-07 10:00:00+09:00,32.3001,29.9754,27.5232,43.1295,41.5149
2023-11-07 11:00:00+09:00,44.9852,38.1993,29.5541,47.751,39.2584
2023-11-07 12:00:00+09:00,52.2633,47.8846,40.3156,56.6024,28.516
2023-11-07 13:00:00+09:00,52.1023,51.5255,47.6078,58.2424,26.2794
2023-11-07 14:00:00+09:00,49.4944,49.1515,45.1106,55.7137,28.6641
2023-11-07 15:00:00+09:00,42.341,39.085,40.4951,52.1625,22.4147
2023-11-07 16:00:00+09:00,32.5165,26.8638,34.5405,39.6293,20.0694
2023-11-07 17:00:00+09:00,12.721,10.9394,14.3013,12.6729,16.2475
2023-11-07 18:00:00+09:00,1.53804,4.72166,0.239321,2.28238,20.2719
2023-11-07 19:00:00+09:00,0.722321,0.52734,0.0207497,0.172723,20.5091
2023-11-07 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-07 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-07 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-07 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-08 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
