time,model1,model2,model3,model4,model5
2023-10-29 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 07:00:00+09:00,2.05108,2.36839,0.0693133,0.233638,0.0
2023-10-29 08:00:00+09:00,5.69499,11.1271,4.76506,2.611,4.43162
2023-10-29 09:00:00+09:00,26.5068,27.0437,25.3594,19.3888,27.4386
2023-10-29 10:00:00+09:00,48.0747,45.4194,50.0899,41.7463,43.0695
2023-10-29 11:00:00+09:00,66.3495,61.2186,67.0667,55.7283,54.0718
2023-10-29 12:00:00+09:00,71.8031,68.4396,72.0694,64.1563,64.2161
2023-10-29 13:00:00+09:00,72.6406,69.5845,71.0042,65.5497,79.8094
2023-10-29 14:00:00+09:00,66.0039,62.8299,63.9754,57.9533,68.4486
2023-10-29 15:00:00+09:00,50.7997,49.9462,49.3763,42.2675,57.5807
2023-10-29 16:00:00+09:00,31.5927,31.8595,33.2226,25.2882,45.5759
2023-10-29 17:00:00+09:00,11.5755,12.6794,14.6094,12.9831,21.3195
2023-10-29 18:00:00+09:00,2.27838,4.80507,0.257084,1.46655,2.96478
2023-10-29 19:00:00+09:00,1.12424,0.391997,0.0297962,0.0,0.0
2023-10-29 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-29 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-30 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
