time,model1,model2,model3,model4,model5
2023-11-10 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-10 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-10 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-10 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-10 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-10 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-10 07:00:00+09:00,0.0,2.17168,0.082464,1.78093,0.142568
2023-11-10 08:00:00+09:00,2.16272,4.77291,1.89399,3.53195,6.02756
2023-11-10 09:00:00+09:00,9.87893,11.7285,15.3821,23.3371,25.5942
2023-11-10 10:00:00+09:00,27.6269,26.2582,43.2668,44.757,39.4977
2023-11-10 11:00:00+09:00,39.985,40.5282,63.8946,68.7873,46.0031
2023-11-10 12:00:00+09:00,50.7438,48.8141,74.4848,76.3974,53.9638
2023-11-10 13:00:00+09:00,51.4774,48.9842,75.2348,74.4634,56.8695
2023-11-10 14:00:00+09:00,47.8839,39.4412,49.8392,41.2607,58.2335
2023-11-10 15:00:00+09:00,42.5546,35.1101,46.4874,35.8754,49.795
2023-11-10 16:00:00+09:00,41.0807,36.8855,41.1088,34.3671,35.8838
2023-11-10 17:00:00+09:00,12.1535,15.0432,13.6985,14.9978,16.601
2023-11-10 18:00:00+09:00,0.317673,4.92809,0.143847,2.94342,5.28894
2023-11-10 19:00:00+09:00,0.0,0.0,0.0,0.77786,4.65919
2023-11-10 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-10 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-10 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-10 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
