time,model1,model2,model3,model4,model5
2023-10-31 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-31 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-31 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-31 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-31 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-31 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-31 07:00:00+09:00,1.37282,3.47004,0.194717,0.725899,3.96382
2023-10-31 08:00:00+09:00,5.95598,13.8369,2.63195,6.6745,11.2474
2023-10-31 09:00:00+09:00,23.3121,26.7603,12.9802,25.9656,30.8794
2023-10-31 10:00:00+09:00,48.5618,47.7189,36.3257,46.5586,56.2034
2023-10-31 11:00:00+09:00,66.7705,60.8673,53.2889,66.408,65.1797
2023-10-31 12:00:00+09:00,74.9684,69.9203,67.7492,80.6239,80.126
2023-10-31 13:00:00+09:00,72.4173,69.1271,69.9293,77.0589,69.9453
2023-10-31 14:00:00+09:00,69.3682,65.2358,66.4514,72.882,70.3081
2023-10-31 15:00:00+09:00,59.5035,52.298,52.8678,52.5208,71.2048
2023-10-31 16:00:00+09:00,37.9859,35.0088,34.8029,32.4065,52.1858
2023-10-31 17:00:00+09:00,15.6276,15.421,10.5375,12.8049,27.9025
2023-10-31 18:00:00+09:00,2.44163,6.01297,0.310093,2.54428,8.57488
2023-10-31 19:00:00+09:00,1.46196,0.0,0.092713,0.64713,7.63738
2023-10-31 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-31 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-31 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-31 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-01 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
