time,model1,model2,model3,model4,model5
2023-11-15 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-15 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-15 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-15 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-15 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-15 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-15 07:00:00+09:00,0.514181,1.64801,0.0159229,0.329666,0.0
2023-11-15 08:00:00+09:00,4.75482,15.2036,1.50892,9.86825,0.0
2023-11-15 09:00:00+09:00,23.7082,31.9704,18.7228,36.0358,17.9828
2023-11-15 10:00:00+09:00,43.7238,47.2203,38.2964,55.856,49.2991
2023-11-15 11:00:00+09:00,66.7209,62.0318,59.8028,74.4359,57.9155
2023-11-15 12:00:00+09:00,73.5775,69.0866,70.1611,82.0403,52.3998
2023-11-15 13:00:00+09:00,71.0838,70.2461,71.6356,81.6296,39.1257
2023-11-15 14:00:00+09:00,63.5253,61.5148,60.2329,72.3772,47.2765
2023-11-15 15:00:00+09:00,57.8121,54.8547,53.8669,71.0367,33.1433
2023-11-15 16:00:00+09:00,42.2221,39.8676,38.2973,47.2216,13.26
2023-11-15 17:00:00+09:00,15.1181,18.8906,10.4778,22.1892,0.180331
2023-11-15 18:00:00+09:00,2.34862,7.10435,0.23373,1.94098,0.0
2023-11-15 19:00:00+09:00,1.86477,0.241631,0.0503127,0.426632,0.0
2023-11-15 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-15 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-15 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-15 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-16 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
