time,model1,model2,model3,model4,model5
2023-11-11 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 07:00:00+09:00,0.0,0.0,0.0644652,0.0,13.9997
2023-11-11 08:00:00+09:00,3.97281,9.90838,3.83771,2.53614,17.8002
2023-11-11 09:00:00+09:00,21.6049,28.0646,29.3692,18.2742,34.6438
2023-11-11 10:00:00+09:00,44.1802,46.5218,61.5705,45.9374,40.4068
2023-11-11 11:00:00+09:00,60.9561,61.0976,77.8747,69.0178,41.5373
2023-11-11 12:00:00+09:00,62.0716,59.913,75.8875,80.9991,39.7018
2023-11-11 13:00:00+09:00,69.3925,71.4729,82.4538,75.105,50.1564
2023-11-11 14:00:00+09:00,63.7776,65.7224,76.0726,67.6199,53.8515
2023-11-11 15:00:00+09:00,56.289,57.0977,64.7034,54.8188,45.0412
2023-11-11 16:00:00+09:00,35.8296,31.6615,31.9281,30.8055,38.8325
2023-11-11 17:00:00+09:00,10.0183,8.81493,8.5098,9.22882,25.7944
2023-11-11 18:00:00+09:00,0.0,1.57499,0.10161,0.0,17.4069
2023-11-11 19:00:00+09:00,0.147353,0.0,0.0,0.0,16.2542
2023-11-11 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-11 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-12 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
