time,model1,model2,model3,model4,model5
2023-11-09 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-09 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-09 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-09 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-09 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-09 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-09 07:00:00+09:00,0.408125,0.0,0.022951,0.0,0.859161
2023-11-09 08:00:00+09:00,3.69495,6.46032,0.238679,2.86206,1.56775
2023-11-09 09:00:00+09:00,9.61565,13.1166,7.84763,9.41933,15.823
2023-11-09 10:00:00+09:00,25.8338,24.3384,21.9588,15.8665,20.9485
2023-11-09 11:00:00+09:00,37.8611,34.1446,31.5342,22.9295,18.7369
2023-11-09 12:00:00+09:00,43.2527,38.7898,35.4362,26.8392,22.1866
2023-11-09 13:00:00+09:00,42.7293,39.2523,36.8862,27.3315,37.2624
2023-11-09 14:00:00+09:00,31.331,30.0199,27.0047,17.4579,46.6611
2023-11-09 15:00:00+09:00,27.3342,25.4968,23.7549,15.7207,44.4686
2023-11-09 16:00:00+09:00,15.5605,12.3696,15.47,14.3172,29.6381
2023-11-09 17:00:00+09:00,8.75198,6.10212,5.04433,6.10089,16.5419
2023-11-09 18:00:00+09:00,2.34439,0.935825,0.135046,0.0853823,0.0
2023-11-09 19:00:00+09:00,1.80843,0.0,0.00573137,0.0,0.0
2023-11-09 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-09 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-09 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-09 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-10 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
