time,model1,model2,model3,model4,model5
2023-10-25 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 07:00:00+09:00,2.118,3.69293,0.095401,0.0,0.0
2023-10-25 08:00:00+09:00,6.89511,13.0013,6.82162,2.80157,4.78942
2023-10-25 09:00:00+09:00,26.4287,28.0424,29.6217,23.4455,27.5191
2023-10-25 10:00:00+09:00,44.7965,44.2252,51.3404,41.929,46.4499
2023-10-25 11:00:00+09:00,62.7626,58.2193,61.1897,53.8886,65.5849
2023-10-25 12:00:00+09:00,70.0353,65.4017,63.3606,68.4275,61.9546
2023-10-25 13:00:00+09:00,69.056,67.5769,62.7503,69.1343,66.9477
2023-10-25 14:00:00+09:00,57.3659,55.1921,49.3549,53.1297,46.2856
2023-10-25 15:00:00+09:00,52.097,48.4291,42.3692,47.5009,25.0774
2023-10-25 16:00:00+09:00,33.4179,31.0826,27.3748,27.3573,21.857
2023-10-25 17:00:00+09:00,15.6346,11.1981,10.3264,9.42855,15.0436
2023-10-25 18:00:00+09:00,5.21648,4.12107,0.641115,1.03503,0.0
2023-10-25 19:00:00+09:00,3.64462,0.0,0.0214992,0.0,0.0
2023-10-25 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-26 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
