time,model1,model2,model3,model4,model5
2023-11-08 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-08 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-08 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-08 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-08 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-08 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-08 07:00:00+09:00,0.522509,3.20283,0.180592,0.40973,0.0
2023-11-08 08:00:00+09:00,6.26817,14.943,3.06912,5.68131,0.0
2023-11-08 09:00:00+09:00,23.9719,32.4903,18.187,32.2423,0.217021
2023-11-08 10:00:00+09:00,47.4599,47.7555,38.3865,48.9116,9.92151
2023-11-08 11:00:00+09:00,62.3025,56.3189,55.8983,63.5176,11.1906
2023-11-08 12:00:00+09:00,68.8253,61.0241,66.0301,70.0153,8.08608
2023-11-08 13:00:00+09:00,65.0576,60.9133,70.1163,74.6037,11.5506
2023-11-08 14:00:00+09:00,62.0621,57.9344,67.23,73.102,15.0815
2023-11-08 15:00:00+09:00,49.7734,46.8625,51.0399,56.3552,18.6769
2023-11-08 16:00:00+09:00,32.2473,31.0297,26.4327,30.7765,11.9482
2023-11-08 17:00:00+09:00,14.7457,12.9564,8.33228,14.1108,12.3233
2023-11-08 18:00:00+09:00,1.28134,5.31769,0.306312,3.35457,1.91265
2023-11-08 19:00:00+09:00,0.470285,0.0,0.0828011,1.1793,0.0
2023-11-08 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-08 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-08 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-08 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-11-09 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
