time,model1,model2,model3,model4,model5
2023-10-23 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 07:00:00+09:00,1.34391,4.08896,0.211387,0.968625,1.20893
2023-10-23 08:00:00+09:00,8.94678,14.8733,3.25591,8.23018,6.56292
2023-10-23 09:00:00+09:00,31.8178,31.5562,19.2472,28.4034,27.8953
2023-10-23 10:00:00+09:00,52.8656,49.603,40.8451,48.3989,48.9302
2023-10-23 11:00:00+09:00,69.7513,65.096,57.537,65.9656,71.3486
2023-10-23 12:00:00+09:00,77.344,71.927,70.0045,78.8006,68.7311
2023-10-23 13:00:00+09:00,76.7171,74.0119,74.0192,80.6845,74.6619
2023-10-23 14:00:00+09:00,71.987,68.0648,68.3421,74.9669,66.1853
2023-10-23 15:00:00+09:00,60.8234,55.9613,56.149,58.7921,49.7329
2023-10-23 16:00:00+09:00,38.8448,38.5839,38.6714,39.3675,37.9475
2023-10-23 17:00:00+09:00,17.6933,18.4037,14.9918,16.0508,23.7792
2023-10-23 18:00:00+09:00,3.16069,8.9741,1.43139,2.90084,2.34235
2023-10-23 19:00:00+09:00,1.54326,1.60055,0.0773571,0.0,0.0
2023-10-23 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-23 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-24 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
