time,model1,model2,model3,model4,model5
2023-10-25 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 06:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 07:00:00+09:00,1.34454,4.9761,0.198285,0.604173,0.0
2023-10-25 08:00:00+09:00,7.98173,14.2085,3.1803,7.2685,8.16054
2023-10-25 09:00:00+09:00,26.772,28.8421,18.8762,26.5246,30.8528
2023-10-25 10:00:00+09:00,45.5163,44.8328,39.437,44.1482,50.0315
2023-10-25 11:00:00+09:00,62.7369,59.1378,52.824,60.7735,65.0388
2023-10-25 12:00:00+09:00,69.9604,66.0517,60.3065,61.8141,59.207
2023-10-25 13:00:00+09:00,68.3031,67.9792,63.6988,67.2145,68.2189
2023-10-25 14:00:00+09:00,55.9781,55.8484,50.3918,65.5807,46.5896
2023-10-25 15:00:00+09:00,52.1397,49.7029,47.8757,52.0725,23.1708
2023-10-25 16:00:00+09:00,32.5766,33.2712,33.1801,36.4339,20.8703
2023-10-25 17:00:00+09:00,14.8801,15.7157,12.3212,14.9057,18.3434
2023-10-25 18:00:00+09:00,3.95438,6.89585,0.947334,1.92243,0.416988
2023-10-25 19:00:00+09:00,2.19247,0.556216,0.121885,0.149103,0.0
2023-10-25 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-25 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0
2023-10-26 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0
