,time,amount,vamount,err
0,2022-10-01 00:00:00+09:00,0.0,0.0,0.0
1,2022-10-01 01:00:00+09:00,0.0,0.0,0.0
2,2022-10-01 02:00:00+09:00,0.0,0.0,0.0
3,2022-10-01 03:00:00+09:00,0.0,0.0,0.0
4,2022-10-01 04:00:00+09:00,0.0,0.0,0.0
5,2022-10-01 05:00:00+09:00,0.0,0.0,0.0
6,2022-10-01 06:00:00+09:00,0.0,0.0,0.0
7,2022-10-01 07:00:00+09:00,0.0,2.0,2.0202020202020203
8,2022-10-01 08:00:00+09:00,12.0,7.0,5.05050505050505
9,2022-10-01 09:00:00+09:00,25.0,28.0,3.0303030303030303
10,2022-10-01 10:00:00+09:00,58.0,32.0,26.262626262626267
11,2022-10-01 11:00:00+09:00,74.0,24.0,50.505050505050505
12,2022-10-01 12:00:00+09:00,77.0,77.0,0.0
13,2022-10-01 13:00:00+09:00,83.0,29.0,54.54545454545454
14,2022-10-01 14:00:00+09:00,78.0,83.0,5.05050505050505
15,2022-10-01 15:00:00+09:00,66.0,58.0,8.080808080808081
16,2022-10-01 16:00:00+09:00,51.0,10.0,41.41414141414141
17,2022-10-01 17:00:00+09:00,22.0,21.0,1.0101010101010102
18,2022-10-01 18:00:00+09:00,4.0,6.0,2.0202020202020203
19,2022-10-01 19:00:00+09:00,0.0,0.0,0.0
20,2022-10-01 20:00:00+09:00,0.0,0.0,0.0
21,2022-10-01 21:00:00+09:00,0.0,0.0,0.0
22,2022-10-01 22:00:00+09:00,0.0,0.0,0.0
23,2022-10-01 23:00:00+09:00,0.0,0.0,0.0
24,2022-10-02 00:00:00+09:00,0.0,0.0,0.0
25,2022-10-02 01:00:00+09:00,0.0,0.0,0.0
26,2022-10-02 02:00:00+09:00,0.0,0.0,0.0
27,2022-10-02 03:00:00+09:00,0.0,0.0,0.0
28,2022-10-02 04:00:00+09:00,0.0,0.0,0.0
29,2022-10-02 05:00:00+09:00,0.0,0.0,0.0
30,2022-10-02 06:00:00+09:00,0.0,0.0,0.0
31,2022-10-02 07:00:00+09:00,2.0,0.0,2.0202020202020203
32,2022-10-02 08:00:00+09:00,8.0,7.0,1.0101010101010102
33,2022-10-02 09:00:00+09:00,35.0,17.0,18.181818181818183
34,2022-10-02 10:00:00+09:00,57.0,62.0,5.05050505050505
35,2022-10-02 11:00:00+09:00,74.0,63.0,11.11111111111111
36,2022-10-02 12:00:00+09:00,78.0,67.0,11.11111111111111
37,2022-10-02 13:00:00+09:00,67.0,78.0,11.11111111111111
