,time,amount,vamount,err
0,2022-06-19 01:00:00+09:00,0.0,0.0,0.0
1,2022-06-19 02:00:00+09:00,0.0,0.0,0.0
2,2022-06-19 03:00:00+09:00,0.0,0.0,0.0
3,2022-06-19 04:00:00+09:00,0.0,0.0,0.0
4,2022-06-19 05:00:00+09:00,0.0,0.0,0.0
5,2022-06-19 06:00:00+09:00,1.0,2.0,1.0101010101010102
6,2022-06-19 07:00:00+09:00,5.0,5.0,0.0
7,2022-06-19 08:00:00+09:00,14.0,53.0,39.39393939393939
8,2022-06-19 09:00:00+09:00,22.0,34.0,12.121212121212121
9,2022-06-19 10:00:00+09:00,18.0,32.0,14.14141414141414
10,2022-06-19 11:00:00+09:00,59.0,26.001,33.33232323232323
11,2022-06-19 12:00:00+09:00,55.0,19.0,36.36363636363637
12,2022-06-19 13:00:00+09:00,65.0,50.0,15.151515151515152
13,2022-06-19 14:00:00+09:00,46.0,32.0,14.14141414141414
14,2022-06-19 15:00:00+09:00,41.0,46.0,5.05050505050505
15,2022-06-19 16:00:00+09:00,49.0,81.0,32.323232323232325
16,2022-06-19 17:00:00+09:00,42.0,46.0,4.040404040404041
17,2022-06-19 18:00:00+09:00,26.0,40.0,14.14141414141414
18,2022-06-19 19:00:00+09:00,9.0,17.0,8.080808080808081
19,2022-06-19 20:00:00+09:00,1.0,0.0,1.0101010101010102
20,2022-06-19 21:00:00+09:00,0.0,0.0,0.0
21,2022-06-19 22:00:00+09:00,0.0,0.0,0.0
22,2022-06-19 23:00:00+09:00,0.0,0.0,0.0
23,2022-06-20 00:00:00+09:00,0.0,0.0,0.0
24,2022-06-20 01:00:00+09:00,0.0,0.0,0.0
25,2022-06-20 02:00:00+09:00,0.0,0.0,0.0
26,2022-06-20 03:00:00+09:00,0.0,0.0,0.0
27,2022-06-20 04:00:00+09:00,0.0,0.0,0.0
28,2022-06-20 05:00:00+09:00,0.0,0.0,0.0
29,2022-06-20 06:00:00+09:00,2.0,1.0,1.0101010101010102
30,2022-06-20 07:00:00+09:00,8.0,2.0,6.0606060606060606
31,2022-06-20 08:00:00+09:00,20.0,23.0,3.0303030303030303
32,2022-06-20 09:00:00+09:00,39.0,20.0,19.19191919191919
33,2022-06-20 10:00:00+09:00,42.0,2.0,40.4040404040404
34,2022-06-20 11:00:00+09:00,51.0,19.0,32.323232323232325
35,2022-06-20 12:00:00+09:00,67.0,9.0,58.58585858585859
36,2022-06-20 13:00:00+09:00,70.0,26.001,44.44343434343434
37,2022-06-20 14:00:00+09:00,66.0,22.0,44.44444444444444
38,2022-06-20 15:00:00+09:00,64.0,35.0,29.292929292929294
39,2022-06-20 16:00:00+09:00,51.0,35.0,16.161616161616163
40,2022-06-20 17:00:00+09:00,28.0,53.0,25.252525252525253
41,2022-06-20 18:00:00+09:00,7.0,42.0,35.35353535353536
42,2022-06-20 19:00:00+09:00,3.0,16.0,13.131313131313133
43,2022-06-20 20:00:00+09:00,0.0,0.0,0.0
44,2022-06-20 21:00:00+09:00,0.0,0.0,0.0
45,2022-06-20 22:00:00+09:00,0.0,0.0,0.0
46,2022-06-20 23:00:00+09:00,0.0,0.0,0.0
47,2022-06-21 00:00:00+09:00,0.0,0.0,0.0
48,2022-06-21 01:00:00+09:00,0.0,0.0,0.0
49,2022-06-21 02:00:00+09:00,0.0,0.0,0.0
50,2022-06-21 03:00:00+09:00,0.0,0.0,0.0
51,2022-06-21 04:00:00+09:00,0.0,0.0,0.0
52,2022-06-21 05:00:00+09:00,0.0,0.0,0.0
53,2022-06-21 06:00:00+09:00,0.0,1.0,1.0101010101010102
54,2022-06-21 07:00:00+09:00,5.0,3.0,2.0202020202020203
55,2022-06-21 08:00:00+09:00,14.0,32.0,18.181818181818183
56,2022-06-21 09:00:00+09:00,26.0,52.1459,26.41
57,2022-06-21 10:00:00+09:00,24.0,28.0,4.040404040404041
58,2022-06-21 11:00:00+09:00,55.0,11.3771,44.06353535353536
59,2022-06-21 12:00:00+09:00,75.0,85.0,10.1010101010101
60,2022-06-21 13:00:00+09:00,85.0,75.0,10.1010101010101
61,2022-06-21 14:00:00+09:00,79.0,75.0,4.040404040404041
62,2022-06-21 15:00:00+09:00,73.0,44.2597,29.030606060606058
63,2022-06-21 16:00:00+09:00,57.0,16.003,41.41111111111111
64,2022-06-21 17:00:00+09:00,41.0,52.0,11.11111111111111
65,2022-06-21 18:00:00+09:00,24.0,11.0,13.131313131313133
66,2022-06-21 19:00:00+09:00,8.0,8.0,0.0
67,2022-06-21 20:00:00+09:00,1.0,0.0,1.0101010101010102
68,2022-06-21 21:00:00+09:00,0.0,0.0,0.0
69,2022-06-21 22:00:00+09:00,0.0,0.0,0.0
70,2022-06-21 23:00:00+09:00,0.0,0.0,0.0
71,2022-06-22 00:00:00+09:00,0.0,0.0,0.0
72,2022-06-22 01:00:00+09:00,0.0,0.0,0.0
73,2022-06-22 02:00:00+09:00,0.0,0.0,0.0
74,2022-06-22 03:00:00+09:00,0.0,0.0,0.0
75,2022-06-22 04:00:00+09:00,0.0,0.0,0.0
76,2022-06-22 05:00:00+09:00,0.0,0.0,0.0
77,2022-06-22 06:00:00+09:00,1.0,1.0,0.0
78,2022-06-22 07:00:00+09:00,8.0,5.0,3.0303030303030303
79,2022-06-22 08:00:00+09:00,24.0,4.0,20.2020202020202
80,2022-06-22 09:00:00+09:00,43.0,33.0,10.1010101010101
81,2022-06-22 10:00:00+09:00,54.0,73.0,19.19191919191919
82,2022-06-22 11:00:00+09:00,71.0,19.0,52.52525252525253
83,2022-06-22 12:00:00+09:00,79.0,17.0,62.62626262626263
84,2022-06-22 13:00:00+09:00,81.0,47.0,34.34343434343434
85,2022-06-22 14:00:00+09:00,81.0,38.0,43.43434343434344
86,2022-06-22 15:00:00+09:00,67.0,28.0,39.39393939393939
87,2022-06-22 16:00:00+09:00,58.0,64.0,6.0606060606060606
88,2022-06-22 17:00:00+09:00,43.0,44.0,1.0101010101010102
89,2022-06-22 18:00:00+09:00,30.0,76.0,46.464646464646464
90,2022-06-22 19:00:00+09:00,8.0,5.74804,2.274707070707071
91,2022-06-22 20:00:00+09:00,2.0,0.0,2.0202020202020203
92,2022-06-22 21:00:00+09:00,0.0,0.0,0.0
93,2022-06-22 22:00:00+09:00,0.0,0.0,0.0
94,2022-06-22 23:00:00+09:00,0.0,0.0,0.0
95,2022-06-23 00:00:00+09:00,0.0,0.0,0.0
96,2022-06-23 01:00:00+09:00,0.0,0.0,0.0
97,2022-06-23 02:00:00+09:00,0.0,0.0,0.0
98,2022-06-23 03:00:00+09:00,0.0,0.0,0.0
99,2022-06-23 04:00:00+09:00,0.0,0.0,0.0
100,2022-06-23 05:00:00+09:00,0.0,0.0,0.0
101,2022-06-23 06:00:00+09:00,0.0,1.0,1.0101010101010102
102,2022-06-23 07:00:00+09:00,3.0,1.0,2.0202020202020203
103,2022-06-23 08:00:00+09:00,8.0,10.0,2.0202020202020203
104,2022-06-23 09:00:00+09:00,11.0,12.0,1.0101010101010102
105,2022-06-23 10:00:00+09:00,8.0,32.8734,25.12464646464646
106,2022-06-23 11:00:00+09:00,14.0,6.0,8.080808080808081
107,2022-06-23 12:00:00+09:00,26.0,10.0,16.161616161616163
108,2022-06-23 13:00:00+09:00,31.0,10.0,21.21212121212121
109,2022-06-23 14:00:00+09:00,18.0,53.0,35.35353535353536
110,2022-06-23 15:00:00+09:00,16.0,20.0,4.040404040404041
111,2022-06-23 16:00:00+09:00,14.0,57.0,43.43434343434344
112,2022-06-23 17:00:00+09:00,9.0,15.0,6.0606060606060606
113,2022-06-23 18:00:00+09:00,5.0,20.0,15.151515151515152
114,2022-06-23 19:00:00+09:00,2.0,13.0,11.11111111111111
115,2022-06-23 20:00:00+09:00,0.0,0.0,0.0
116,2022-06-23 21:00:00+09:00,0.0,0.0,0.0
117,2022-06-23 22:00:00+09:00,0.0,0.0,0.0
118,2022-06-23 23:00:00+09:00,0.0,0.0,0.0
119,2022-06-24 00:00:00+09:00,0.0,0.0,0.0
120,2022-06-24 01:00:00+09:00,0.0,0.0,0.0
121,2022-06-24 02:00:00+09:00,0.0,0.0,0.0
122,2022-06-24 03:00:00+09:00,0.0,0.0,0.0
